mkomii+NI	makomii
1+mkomii+NI+ThmPos+Pej+1+Pl+Prt+Loc	nimakomiimishnaanibaniing

1+mkomii+NI+ThmPos+Pej+1+Pl+Prt+Pl	nimakomiimishnaanibani1an

2+mkomii+NI+ThmPos+Pej+1+Pl+Prt+4	gimakomiimishnaanibaniin

2+mkomii+NI+ThmPos+Pej+1+Pl+Prt+Loc	gimakomiimishnaanibaniing

2+mkomii+NI+ThmPos+Pej+1+Pl+Prt+Pl	gimakomiimishnaanibani1an

2+mkomii+NI+ThmPos+Pej+2+Pl+Prt+4	gimakomiimishwaabaniin

2+mkomii+NI+ThmPos+Pej+2+Pl+Prt+Loc	gimakomiimishwaabaniing

2+mkomii+NI+ThmPos+Pej+2+Pl+Prt+Pl	gimakomiimishwaabani1an

3+mkomii+NI+ThmPos+Pej+2+Pl+Prt+4	omakomiimishwaabaniin

3+mkomii+NI+ThmPos+Pej+2+Pl+Prt+Loc	omakomiimishwaabaniing

3+mkomii+NI+ThmPos+Pej+2+Pl+Prt+Pl	omakomiimishwaabani1an

3+mkomii+NI+ThmPos+Pej+3+4+Prt+4	omakomiimishniwibaniin
3+mkomii+NI+ThmPos+Pej+3+4+Prt+4	omakomiimishniibaniin

3+mkomii+NI+ThmPos+Pej+3+4+Prt+Loc	omakomiimishniwibaniing
3+mkomii+NI+ThmPos+Pej+3+4+Prt+Loc	omakomiimishniibaniing

3+mkomii+NI+ThmPos+Pej+3+4+Prt+Pl	omakomiimishniwibani1an
3+mkomii+NI+ThmPos+Pej+3+4+Prt+Pl	omakomiimishniibani1an

1+mkomii+NI+Con+ThmPos+Pej+1+Pl+Prt+4	nimakomiienymishnaanibaniin

1+mkomii+NI+Con+ThmPos+Pej+1+Pl+Prt+Loc	nimakomiienymishnaanibaniing

1+mkomii+NI+Con+ThmPos+Pej+1+Pl+Prt+Pl	nimakomiienymishnaanibani1an

1+mkomii+NI+Dim+ThmPos+Pej+1+Pl+Prt+4	nimakomiiensmishnaanibaniin

1+mkomii+NI+Dim+ThmPos+Pej+1+Pl+Prt+Loc	nimakomiiensmishnaanibaniing

1+mkomii+NI+Dim+ThmPos+Pej+1+Pl+Prt+Pl	nimakomiiensmishnaanibani1an

2+mkomii+NI+Con+ThmPos+Pej+1+Pl+Prt+4	gimakomiienymishnaanibaniin

2+mkomii+NI+Con+ThmPos+Pej+1+Pl+Prt+Loc	gimakomiienymishnaanibaniing

2+mkomii+NI+Con+ThmPos+Pej+1+Pl+Prt+Pl	gimakomiienymishnaanibani1an

2+mkomii+NI+Con+ThmPos+Pej+2+Pl+Prt+4	gimakomiienymishwaabaniin

2+mkomii+NI+Con+ThmPos+Pej+2+Pl+Prt+Loc	gimakomiienymishwaabaniing

2+mkomii+NI+Con+ThmPos+Pej+2+Pl+Prt+Pl	gimakomiienymishwaabani1an

2+mkomii+NI+Dim+ThmPos+Pej+1+Pl+Prt+4	gimakomiiensmishnaanibaniin

2+mkomii+NI+Dim+ThmPos+Pej+1+Pl+Prt+Loc	gimakomiiensmishnaanibaniing

2+mkomii+NI+Dim+ThmPos+Pej+1+Pl+Prt+Pl	gimakomiiensmishnaanibani1an

2+mkomii+NI+Dim+ThmPos+Pej+2+Pl+Prt+4	gimakomiiensmishwaabaniin

2+mkomii+NI+Dim+ThmPos+Pej+2+Pl+Prt+Loc	gimakomiiensmishwaabaniing

2+mkomii+NI+Dim+ThmPos+Pej+2+Pl+Prt+Pl	gimakomiiensmishwaabani1an

3+mkomii+NI+Con+ThmPos+Pej+2+Pl+Prt+4	omakomiienymishwaabaniin

3+mkomii+NI+Con+ThmPos+Pej+2+Pl+Prt+Loc	omakomiienymishwaabaniing

3+mkomii+NI+Con+ThmPos+Pej+2+Pl+Prt+Pl	omakomiienymishwaabani1an

3+mkomii+NI+Con+ThmPos+Pej+3+4+Prt+4	omakomiienymishniwibaniin
3+mkomii+NI+Con+ThmPos+Pej+3+4+Prt+4	omakomiienymishniibaniin

3+mkomii+NI+Con+ThmPos+Pej+3+4+Prt+Loc	omakomiienymishniwibaniing
3+mkomii+NI+Con+ThmPos+Pej+3+4+Prt+Loc	omakomiienymishniibaniing

3+mkomii+NI+Con+ThmPos+Pej+3+4+Prt+Pl	omakomiienymishniwibani1an
3+mkomii+NI+Con+ThmPos+Pej+3+4+Prt+Pl	omakomiienymishniibani1an

3+mkomii+NI+Dim+ThmPos+Pej+2+Pl+Prt+4	omakomiiensmishwaabaniin

3+mkomii+NI+Dim+ThmPos+Pej+2+Pl+Prt+Loc	omakomiiensmishwaabaniing

3+mkomii+NI+Dim+ThmPos+Pej+2+Pl+Prt+Pl	omakomiiensmishwaabani1an

3+mkomii+NI+Dim+ThmPos+Pej+3+4+Prt+4	omakomiiensmishniwibaniin
3+mkomii+NI+Dim+ThmPos+Pej+3+4+Prt+4	omakomiiensmishniibaniin

3+mkomii+NI+Dim+ThmPos+Pej+3+4+Prt+Loc	omakomiiensmishniwibaniing
3+mkomii+NI+Dim+ThmPos+Pej+3+4+Prt+Loc	omakomiiensmishniibaniing

3+mkomii+NI+Dim+ThmPos+Pej+3+4+Prt+Pl	omakomiiensmishniwibani1an
3+mkomii+NI+Dim+ThmPos+Pej+3+4+Prt+Pl	omakomiiensmishniibani1an

