mkizin+NI	makizin
3+mkizin+NI+ThmPos+Pej+2+Pl+Prt+4	omakizinmishwaabaniin

3+mkizin+NI+ThmPos+Pej+2+Pl+Prt+Loc	omakizinmishwaabaniing

3+mkizin+NI+ThmPos+Pej+2+Pl+Prt+Pl	omakizinmishwaabani1an

3+mkizin+NI+ThmPos+Pej+3+4+Prt+4	omakizinmishniwibaniin
3+mkizin+NI+ThmPos+Pej+3+4+Prt+4	omakizinmishniibaniin

3+mkizin+NI+ThmPos+Pej+3+4+Prt+Loc	omakizinmishniwibaniing
3+mkizin+NI+ThmPos+Pej+3+4+Prt+Loc	omakizinmishniibaniing

3+mkizin+NI+ThmPos+Pej+3+4+Prt+Pl	omakizinmishniwibani1an
3+mkizin+NI+ThmPos+Pej+3+4+Prt+Pl	omakizinmishniibani1an

1+mkizin+NI+Con+ThmPos+Pej+1+Pl+Prt+4	nimakizinenymishnaanibaniin

1+mkizin+NI+Con+ThmPos+Pej+1+Pl+Prt+Loc	nimakizinenymishnaanibaniing

1+mkizin+NI+Con+ThmPos+Pej+1+Pl+Prt+Pl	nimakizinenymishnaanibani1an

1+mkizin+NI+Dim+ThmPos+Pej+1+Pl+Prt+4	nimakizinensmishnaanibaniin

1+mkizin+NI+Dim+ThmPos+Pej+1+Pl+Prt+Loc	nimakizinensmishnaanibaniing

1+mkizin+NI+Dim+ThmPos+Pej+1+Pl+Prt+Pl	nimakizinensmishnaanibani1an

2+mkizin+NI+Con+ThmPos+Pej+1+Pl+Prt+4	gimakizinenymishnaanibaniin

2+mkizin+NI+Con+ThmPos+Pej+1+Pl+Prt+Loc	gimakizinenymishnaanibaniing

2+mkizin+NI+Con+ThmPos+Pej+1+Pl+Prt+Pl	gimakizinenymishnaanibani1an

2+mkizin+NI+Con+ThmPos+Pej+2+Pl+Prt+4	gimakizinenymishwaabaniin

2+mkizin+NI+Con+ThmPos+Pej+2+Pl+Prt+Loc	gimakizinenymishwaabaniing

2+mkizin+NI+Con+ThmPos+Pej+2+Pl+Prt+Pl	gimakizinenymishwaabani1an

2+mkizin+NI+Dim+ThmPos+Pej+1+Pl+Prt+4	gimakizinensmishnaanibaniin

2+mkizin+NI+Dim+ThmPos+Pej+1+Pl+Prt+Loc	gimakizinensmishnaanibaniing

2+mkizin+NI+Dim+ThmPos+Pej+1+Pl+Prt+Pl	gimakizinensmishnaanibani1an

2+mkizin+NI+Dim+ThmPos+Pej+2+Pl+Prt+4	gimakizinensmishwaabaniin

2+mkizin+NI+Dim+ThmPos+Pej+2+Pl+Prt+Loc	gimakizinensmishwaabaniing

2+mkizin+NI+Dim+ThmPos+Pej+2+Pl+Prt+Pl	gimakizinensmishwaabani1an

3+mkizin+NI+Con+ThmPos+Pej+2+Pl+Prt+4	omakizinenymishwaabaniin

3+mkizin+NI+Con+ThmPos+Pej+2+Pl+Prt+Loc	omakizinenymishwaabaniing

3+mkizin+NI+Con+ThmPos+Pej+2+Pl+Prt+Pl	omakizinenymishwaabani1an

3+mkizin+NI+Con+ThmPos+Pej+3+4+Prt+4	omakizinenymishniwibaniin
3+mkizin+NI+Con+ThmPos+Pej+3+4+Prt+4	omakizinenymishniibaniin

3+mkizin+NI+Con+ThmPos+Pej+3+4+Prt+Loc	omakizinenymishniwibaniing
3+mkizin+NI+Con+ThmPos+Pej+3+4+Prt+Loc	omakizinenymishniibaniing

3+mkizin+NI+Con+ThmPos+Pej+3+4+Prt+Pl	omakizinenymishniwibani1an
3+mkizin+NI+Con+ThmPos+Pej+3+4+Prt+Pl	omakizinenymishniibani1an

3+mkizin+NI+Dim+ThmPos+Pej+2+Pl+Prt+4	omakizinensmishwaabaniin

3+mkizin+NI+Dim+ThmPos+Pej+2+Pl+Prt+Loc	omakizinensmishwaabaniing

3+mkizin+NI+Dim+ThmPos+Pej+2+Pl+Prt+Pl	omakizinensmishwaabani1an

3+mkizin+NI+Dim+ThmPos+Pej+3+4+Prt+4	omakizinensmishniwibaniin
3+mkizin+NI+Dim+ThmPos+Pej+3+4+Prt+4	omakizinensmishniibaniin

3+mkizin+NI+Dim+ThmPos+Pej+3+4+Prt+Loc	omakizinensmishniwibaniing
3+mkizin+NI+Dim+ThmPos+Pej+3+4+Prt+Loc	omakizinensmishniibaniing

3+mkizin+NI+Dim+ThmPos+Pej+3+4+Prt+Pl	omakizinensmishniwibani1an
3+mkizin+NI+Dim+ThmPos+Pej+3+4+Prt+Pl	omakizinensmishniibani1an

